TimeStep,RS,RR,RR,RR,RR
0,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
1,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
2,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
3,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
4,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
5,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
6,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
7,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
8,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
9,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
10,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
11,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.48495388,-0.156509876,1.328444004,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.483419895,-0.156509876,1.326910019,0.156509876,-0.313019752
12,1.477283955,-0.156509876,1.320774079,0.156509876,-0.313019752
12,1.435865879,-0.156509876,1.279356003,0.156509876,-0.313019752
12,1.388311863,-0.156509876,1.231801987,0.156509876,-0.313019752
12,1.349962235,-0.156509876,1.193452359,0.156509876,-0.313019752
12,1.294737816,-0.156509876,1.13822794,0.156509876,-0.313019752
12,1.198095798,-0.156509876,1.041585922,0.156509876,-0.313019752
12,1.12293005,-0.156509876,0.966420174,0.156509876,-0.313019752
12,1.020152092,-0.156509876,0.863642216,0.156509876,-0.313019752
12,0.949587822,-0.156509876,0.793077946,0.156509876,-0.313019752
12,0.72715807,-0.156509876,0.570648194,0.156509876,-0.313019752
12,0.618243933,-0.156509876,0.461734057,0.156509876,-0.313019752
12,0.503193855,-0.154975891,0.348217964,0.154975891,-0.309951782
12,0.424959898,-0.154975891,0.269984007,0.154975891,-0.309951782
12,0.297637939,-0.154975891,0.142662048,0.154975891,-0.309951782
12,0.179519892,-0.156509876,0.023010016,0.156509876,-0.313019752
12,0.018450022,-0.156509876,-0.138059854,0.156509876,-0.313019752
12,-0.108871937,-0.156509876,-0.265381813,0.156509876,-0.313019752
12,-0.230057955,-0.154975891,-0.385033846,0.154975891,-0.309951782
12,-0.348176003,-0.156509876,-0.504685879,0.156509876,-0.313019752
12,-0.464760065,-0.156509876,-0.621269941,0.156509876,-0.313019752
12,-0.582878113,-0.156509876,-0.739387989,0.156509876,-0.313019752
12,-0.681054115,-0.158043861,-0.839097976,0.158043861,-0.316087722
12,-0.743947983,-0.159577847,-0.90352583,0.159577847,-0.319155694
12,-0.839056015,-0.162646055,-1.00170207,0.162646055,-0.32529211
12,-0.900416136,-0.16418004,-1.064596176,0.16418004,-0.32836008
12,-0.983252048,-0.16418004,-1.147432088,0.16418004,-0.32836008
12,-1.058418036,-0.165714025,-1.224132061,0.165714025,-0.33142805
12,-1.125914097,-0.168781996,-1.294696093,0.168781996,-0.337563992
12,-1.181138039,-0.170315981,-1.35145402,0.170315981,-0.340631962
12,-1.221022129,-0.170315981,-1.39133811,0.170315981,-0.340631962
12,-1.250168085,-0.170315981,-1.420484066,0.170315981,-0.340631962
12,-1.267042041,-0.171849966,-1.438892007,0.171849966,-0.343699932
12,-1.268576026,-0.171849966,-1.440425992,0.171849966,-0.343699932
12,-1.27011013,-0.171849966,-1.441960096,0.171849966,-0.343699932
12,-1.27011013,-0.171849966,-1.441960096,0.171849966,-0.343699932
12,-1.268576026,-0.171849966,-1.440425992,0.171849966,-0.343699932
12,-1.27011013,-0.171849966,-1.441960096,0.171849966,-0.343699932
12,-1.268576026,-0.171849966,-1.440425992,0.171849966,-0.343699932
12,-1.268576026,-0.171849966,-1.440425992,0.171849966,-0.343699932
12,-1.2609061,-0.171849966,-1.432756066,0.171849966,-0.343699932
12,-1.22715807,-0.173383951,-1.400542021,0.173383951,-0.346767902
12,-1.193410039,-0.174917936,-1.368327975,0.174917936,-0.349835872
12,-1.170400023,-0.174917936,-1.345317959,0.174917936,-0.349835872
12,-1.155060053,-0.174917936,-1.329977989,0.174917936,-0.349835872
12,-1.116710186,-0.173383951,-1.290094137,0.173383951,-0.346767902
12,-1.082962036,-0.174917936,-1.257879972,0.174917936,-0.349835872
12,-1.059952021,-0.174917936,-1.234869957,0.174917936,-0.349835872
12,-1.01393199,-0.174917936,-1.188849926,0.174917936,-0.349835872
12,-0.986320019,-0.174917936,-1.161237955,0.174917936,-0.349835872
12,-0.941833973,-0.173383951,-1.115217924,0.173383951,-0.346767902
12,-0.909620047,-0.173383951,-1.083003998,0.173383951,-0.346767902
12,-0.862066031,-0.174917936,-1.036983967,0.174917936,-0.349835872
12,-0.816046,-0.174917936,-0.990963936,0.174917936,-0.349835872
12,-0.719403982,-0.173383951,-0.892787933,0.173383951,-0.346767902
12,-0.691792011,-0.173383951,-0.865175962,0.173383951,-0.346767902
12,-0.690258026,-0.208665848,-0.898923874,0.208665848,-0.417331696
12,-0.687190056,-0.312978029,-1.000168085,0.312978029,-0.625956058
12,-0.685656071,-0.414222002,-1.099878073,0.414222002,-0.828444004
12,-0.684122086,-0.50165987,-1.185781956,0.50165987,-1.00331974
12,-0.685656071,-0.563019991,-1.248676062,0.563019991,-1.126039982
12,-0.685656071,-0.625914097,-1.311570168,0.625914097,-1.251828194
12,-0.684122086,-0.642787933,-1.326910019,0.642787933,-1.285575866
12,-0.681054115,-0.642787933,-1.323842048,0.642787933,-1.285575866
12,-0.674918175,-0.645855904,-1.320774079,0.645855904,-1.291711808
12,-0.66418004,-0.653526068,-1.317706108,0.653526068,-1.307052136
12,-0.659578085,-0.698011875,-1.35758996,0.698011875,-1.39602375
12,-0.65497613,-0.760905981,-1.415882111,0.760905981,-1.521811962
12,-0.651908159,-0.771643877,-1.423552036,0.771643877,-1.543287754
12,-0.64577198,-0.771643877,-1.417415857,0.771643877,-1.543287754
12,-0.616626024,-0.771643877,-1.388269901,0.771643877,-1.543287754
12,-0.599751949,-0.771643877,-1.371395826,0.771643877,-1.543287754
12,-0.559868097,-0.771643877,-1.331511974,0.771643877,-1.543287754
12,-0.509246111,-0.771643877,-1.280889988,0.771643877,-1.543287754
12,-0.46015811,-0.771643877,-1.231801987,0.771643877,-1.543287754
12,-0.420274019,-0.762439966,-1.182713985,0.762439966,-1.524879932
12,-0.351243973,-0.73022604,-1.081470013,0.73022604,-1.46045208
12,-0.300621986,-0.71181798,-1.012439966,0.71181798,-1.42363596
12,-0.220854044,-0.694943905,-0.915797949,0.694943905,-1.38988781
12,-0.139552116,-0.668865919,-0.808418035,0.668865919,-1.337731838
12,-0.05211401,-0.632050037,-0.684164047,0.632050037,-1.264100074
12,0.039926052,-0.602904081,-0.562978029,0.602904081,-1.205808162
12,0.13043189,-0.581428051,-0.450996161,0.581428051,-1.162856102
12,0.228607893,-0.543077946,-0.314470053,0.543077946,-1.086155892
12,0.32218194,-0.509330034,-0.187148094,0.509330034,-1.018660068
12,0.421891928,-0.484786034,-0.062894106,0.484786034,-0.969572068
12,0.515465975,-0.457174063,0.058291912,0.457174063,-0.914348126
12,0.610574007,-0.428027868,0.182546139,0.428027868,-0.856055736
12,0.710283995,-0.394279957,0.316004038,0.394279957,-0.788559914
12,0.770109892,-0.377405882,0.39270401,0.377405882,-0.754811764
12,0.859082222,-0.351327896,0.507754326,0.351327896,-0.702655792
12,0.917374134,-0.332920074,0.58445406,0.332920074,-0.665840148
12,1.004811764,-0.302239895,0.702571869,0.302239895,-0.60447979
12,1.076910019,-0.277695894,0.799214125,0.277695894,-0.555391788
12,1.152075768,-0.254685879,0.897389889,0.254685879,-0.509371758
12,1.233377934,-0.236278057,0.997099877,0.236278057,-0.472556114
12,1.25025177,-0.237812042,1.012439728,0.237812042,-0.475624084
12,1.270194054,-0.305307865,0.964886189,0.305307865,-0.61061573
12,1.273262024,-0.352861881,0.920400143,0.352861881,-0.705723762
12,1.274796009,-0.371269941,0.903526068,0.371269941,-0.742539882
12,1.276329994,-0.372803926,0.903526068,0.372803926,-0.745607852
12,1.276329994,-0.375871897,0.900458097,0.375871897,-0.751743794
12,1.277863979,-0.382008076,0.895855903,0.382008076,-0.764016152
12,1.277863979,-0.382008076,0.895855903,0.382008076,-0.764016152
12,1.279397964,-0.380474091,0.898923873,0.380474091,-0.760948182
12,1.279397964,-0.382008076,0.897389888,0.382008076,-0.764016152
12,1.28093195,-0.382008076,0.898923874,0.382008076,-0.764016152
12,1.282465935,-0.382008076,0.900457859,0.382008076,-0.764016152
12,1.282465935,-0.382008076,0.900457859,0.382008076,-0.764016152
12,1.28399992,-0.382008076,0.901991844,0.382008076,-0.764016152
12,1.285533905,-0.382008076,0.903525829,0.382008076,-0.764016152
12,1.28706789,-0.382008076,0.905059814,0.382008076,-0.764016152
12,1.29013586,-0.382008076,0.908127784,0.382008076,-0.764016152
12,1.291669846,-0.382008076,0.90966177,0.382008076,-0.764016152
12,1.293203831,-0.382008076,0.911195755,0.382008076,-0.764016152
12,1.296271801,-0.382008076,0.914263725,0.382008076,-0.764016152
12,1.297805786,-0.382008076,0.91579771,0.382008076,-0.764016152
12,1.299339771,-0.382008076,0.917331695,0.382008076,-0.764016152
12,1.299339771,-0.382008076,0.917331695,0.382008076,-0.764016152
12,1.299339771,-0.382008076,0.917331695,0.382008076,-0.764016152
12,1.299339771,-0.382008076,0.917331695,0.382008076,-0.764016152
12,1.299339771,-0.382008076,0.917331695,0.382008076,-0.764016152
12,1.299339771,-0.382008076,0.917331695,0.382008076,-0.764016152
12,1.299339771,-0.380474091,0.91886568,0.380474091,-0.760948182
12,1.299339771,-0.380474091,0.91886568,0.380474091,-0.760948182
12,1.299339771,-0.380474091,0.91886568,0.380474091,-0.760948182
12,1.299339771,-0.380474091,0.91886568,0.380474091,-0.760948182
12,1.300873756,-0.380474091,0.920399665,0.380474091,-0.760948182
12,1.299339771,-0.380474091,0.91886568,0.380474091,-0.760948182
12,1.299339771,-0.380474091,0.91886568,0.380474091,-0.760948182
12,1.299339771,-0.380474091,0.91886568,0.380474091,-0.760948182
12,1.299339771,-0.380474091,0.91886568,0.380474091,-0.760948182
12,1.300873756,-0.380474091,0.920399665,0.380474091,-0.760948182
12,1.299339771,-0.380474091,0.91886568,0.380474091,-0.760948182
12,1.302408218,-0.377405882,0.925002336,0.377405882,-0.754811764
12,1.31774807,-0.369735956,0.948012114,0.369735956,-0.739471912
12,1.330019951,-0.366667986,0.963351965,0.366667986,-0.733335972
12,1.330019951,-0.365134001,0.96488595,0.365134001,-0.730268002
12,1.336155891,-0.35899806,0.977157831,0.35899806,-0.71799612
12,1.337689877,-0.351327896,0.986361981,0.351327896,-0.702655792
12,1.339223862,-0.351327896,0.987895966,0.351327896,-0.702655792
12,1.337689877,-0.349793911,0.987895966,0.349793911,-0.699587822
12,1.328485966,-0.349793911,0.978692055,0.349793911,-0.699587822
12,1.296271801,-0.349793911,0.94647789,0.349793911,-0.699587822
12,1.234911919,-0.349793911,0.885118008,0.349793911,-0.699587822
12,1.16281414,-0.349793911,0.813020229,0.349793911,-0.699587822
12,1.098385811,-0.349793911,0.7485919,0.349793911,-0.699587822
12,1.010948181,-0.349793911,0.66115427,0.349793911,-0.699587822
12,0.951121807,-0.349793911,0.601327896,0.349793911,-0.699587822
12,0.848344088,-0.349793911,0.498550177,0.349793911,-0.699587822
12,0.777780056,-0.349793911,0.427986145,0.349793911,-0.699587822
12,0.633584023,-0.349793911,0.283790112,0.349793911,-0.699587822
12,0.555350065,-0.349793911,0.205556154,0.349793911,-0.699587822
12,0.431096077,-0.349793911,0.081302166,0.349793911,-0.699587822
12,0.311444044,-0.349793911,-0.038349867,0.349793911,-0.699587822
12,0.190258026,-0.349793911,-0.159535885,0.349793911,-0.699587822
12,0.062936068,-0.351327896,-0.288391828,0.351327896,-0.702655792
12,-0.022968054,-0.351327896,-0.37429595,0.351327896,-0.702655792
12,-0.136484146,-0.351327896,-0.487812042,0.351327896,-0.702655792
12,-0.256135941,-0.351327896,-0.607463837,0.351327896,-0.702655792
12,-0.369652033,-0.352861881,-0.722513914,0.352861881,-0.705723762
12,-0.475497961,-0.355929852,-0.831427813,0.355929852,-0.711859704
12,-0.569072008,-0.357464075,-0.926536083,0.357464075,-0.71492815
12,-0.66418004,-0.362066031,-1.026246071,0.362066031,-0.724132062
12,-0.740880013,-0.365134001,-1.106014014,0.365134001,-0.730268002
12,-0.805308104,-0.365134001,-1.170442105,0.365134001,-0.730268002
12,-0.862066031,-0.366667986,-1.228734017,0.366667986,-0.733335972
12,-0.898882151,-0.368201971,-1.267084122,0.368201971,-0.736403942
12,-0.914222002,-0.368201971,-1.282423973,0.368201971,-0.736403942
12,-0.914222002,-0.369735956,-1.283957958,0.369735956,-0.739471912
12,-0.914222002,-0.369735956,-1.283957958,0.369735956,-0.739471912
12,-0.914222002,-0.368201971,-1.282423973,0.368201971,-0.736403942
12,-0.914222002,-0.369735956,-1.283957958,0.369735956,-0.739471912
12,-0.914222002,-0.369735956,-1.283957958,0.369735956,-0.739471912
12,-0.914222002,-0.368201971,-1.282423973,0.368201971,-0.736403942
12,-0.914222002,-0.368201971,-1.282423973,0.368201971,-0.736403942
12,-0.914222002,-0.369735956,-1.283957958,0.369735956,-0.739471912
12,-0.911154032,-0.368201971,-1.279356003,0.368201971,-0.736403942
12,-0.905018091,-0.369735956,-1.274754047,0.369735956,-0.739471912
12,-0.897348166,-0.368201971,-1.265550137,0.368201971,-0.736403942
12,-0.880474091,-0.368201971,-1.248676062,0.368201971,-0.736403942
12,-0.863600016,-0.368201971,-1.231801987,0.368201971,-0.736403942
12,-0.854396105,-0.363600016,-1.217996121,0.363600016,-0.727200032
12,-0.849794149,-0.31911397,-1.168908119,0.31911397,-0.63822794
12,-0.846725941,-0.228607893,-1.075333834,0.228607893,-0.457215786
12,-0.84365797,-0.156509876,-1.000167846,0.156509876,-0.313019752
12,-0.84365797,-0.148839951,-0.992497921,0.148839951,-0.297679902
12,-0.84059,-0.14270401,-0.98329401,0.14270401,-0.28540802
12,-0.839056015,-0.135034084,-0.974090099,0.135034084,-0.270068168
12,-0.835988045,-0.131965876,-0.967953921,0.131965876,-0.263931752
12,-0.831386089,-0.131965876,-0.963351965,0.131965876,-0.263931752
12,-0.825250149,-0.131965876,-0.957216025,0.131965876,-0.263931752
12,-0.816046,-0.133499861,-0.949545861,0.133499861,-0.266999722
12,-0.806842089,-0.131965876,-0.938807965,0.131965876,-0.263931752
12,-0.793035984,-0.131965876,-0.92500186,0.131965876,-0.263931752
12,-0.779230118,-0.131965876,-0.911195994,0.131965876,-0.263931752
12,-0.763890028,-0.131965876,-0.895855904,0.131965876,-0.263931752
12,-0.754686117,-0.131965876,-0.886651993,0.131965876,-0.263931752
12,-0.737812042,-0.131965876,-0.869777918,0.131965876,-0.263931752
12,-0.719403982,-0.131965876,-0.851369858,0.131965876,-0.263931752
12,-0.704064131,-0.131965876,-0.836030007,0.131965876,-0.263931752
12,-0.67645216,-0.131965876,-0.808418036,0.131965876,-0.263931752
12,-0.66111207,-0.131965876,-0.793077946,0.131965876,-0.263931752
12,-0.630432129,-0.131965876,-0.762398005,0.131965876,-0.263931752
12,-0.604354143,-0.131965876,-0.736320019,0.131965876,-0.263931752
12,-0.582878113,-0.131965876,-0.714843989,0.131965876,-0.263931752
12,-0.552197933,-0.131965876,-0.684163809,0.131965876,-0.263931752
12,-0.523051977,-0.131965876,-0.655017853,0.131965876,-0.263931752
12,-0.500041962,-0.131965876,-0.632007838,0.131965876,-0.263931752
12,-0.46322608,-0.131965876,-0.595191956,0.131965876,-0.263931752
12,-0.431012154,-0.13043189,-0.561444044,0.13043189,-0.26086378
12,-0.397264004,-0.13043189,-0.527695894,0.13043189,-0.26086378
12,-0.369652033,-0.13043189,-0.500083923,0.13043189,-0.26086378
12,-0.346642017,-0.131965876,-0.478607893,0.131965876,-0.263931752
12,-0.306757927,-0.131965876,-0.438723803,0.131965876,-0.263931752
12,-0.288350105,-0.13043189,-0.418781995,0.13043189,-0.26086378
12,-0.254601955,-0.13043189,-0.385033845,0.13043189,-0.26086378
12,-0.216252089,-0.13043189,-0.346683979,0.13043189,-0.26086378
12,-0.179435968,-0.13043189,-0.309867858,0.13043189,-0.26086378
12,-0.142620087,-0.13043189,-0.273051977,0.13043189,-0.26086378
12,-0.116542101,-0.13043189,-0.246973991,0.13043189,-0.26086378
12,-0.090464115,-0.13043189,-0.220896005,0.13043189,-0.26086378
12,-0.05518198,-0.13043189,-0.18561387,0.13043189,-0.26086378
12,-0.035239935,-0.13043189,-0.165671825,0.13043189,-0.26086378
12,-0.029103994,-0.14270401,-0.171808004,0.14270401,-0.28540802
12,-0.027570009,-0.230141878,-0.257711887,0.230141878,-0.460283756
12,-0.027570009,-0.335988045,-0.363558054,0.335988045,-0.67197609
12,-0.027570009,-0.369735956,-0.397305965,0.369735956,-0.739471912
12,-0.026036024,-0.380474091,-0.406510115,0.380474091,-0.760948182
12,-0.027570009,-0.405017853,-0.432587862,0.405017853,-0.810035706
12,-0.026036024,-0.417289972,-0.443325996,0.417289972,-0.834579944
12,-0.016832113,-0.415755987,-0.4325881,0.415755987,-0.831511974
12,-0.004559994,-0.417289972,-0.421849966,0.417289972,-0.834579944
12,4.20E-05,-0.435698032,-0.435656032,0.435698032,-0.871396064
12,0.003109932,-0.503193855,-0.500083923,0.503193855,-1.00638771
12,0.003109932,-0.547679901,-0.544569969,0.547679901,-1.095359802
12,0.004643917,-0.550747871,-0.546103954,0.550747871,-1.101495742
12,0.012313843,-0.55381608,-0.541502237,0.55381608,-1.10763216
12,0.027653933,-0.55381608,-0.526162147,0.55381608,-1.10763216
12,0.041460037,-0.55381608,-0.512356043,0.55381608,-1.10763216
12,0.056799889,-0.55381608,-0.497016191,0.55381608,-1.10763216
12,0.070605993,-0.55381608,-0.483210087,0.55381608,-1.10763216
12,0.098217964,-0.55381608,-0.455598116,0.55381608,-1.10763216
12,0.12736392,-0.55381608,-0.42645216,0.55381608,-1.10763216
12,0.16418004,-0.552281857,-0.388101817,0.552281857,-1.104563714
12,0.193325996,-0.550747871,-0.357421875,0.550747871,-1.101495742
12,0.240880013,-0.543077946,-0.302197933,0.543077946,-1.086155892
12,0.276161909,-0.52006793,-0.243906021,0.52006793,-1.04013586
12,0.323715925,-0.50165987,-0.177943945,0.50165987,-1.00331974
12,0.368201971,-0.50165987,-0.133457899,0.50165987,-1.00331974
12,0.421891928,-0.475581884,-0.053689956,0.475581884,-0.951163768
12,0.460242033,-0.458708048,0.001533985,0.458708048,-0.917416096
12,0.515465975,-0.449503899,0.065962076,0.449503899,-0.899007798
12,0.570689917,-0.435698032,0.134991885,0.435698032,-0.871396064
12,0.605972052,-0.420357943,0.185614109,0.420357943,-0.840715886
12,0.650457859,-0.397347927,0.253109932,0.397347927,-0.794695854
12,0.679604053,-0.35899806,0.320605993,0.35899806,-0.71799612
12,0.681138039,-0.266957998,0.414180041,0.266957998,-0.533915996
12,0.687273979,-0.162646055,0.524627924,0.162646055,-0.32529211
12,0.690341949,-0.090548038,0.599793911,0.090548038,-0.181096076
12,0.690341949,-0.053731918,0.636610031,0.053731918,-0.107463836
12,0.690341949,-0.047595978,0.642745971,0.047595978,-0.095191956
12,0.705682039,-0.038392067,0.667289972,0.038392067,-0.076784134
12,0.734827995,-0.026119947,0.708708048,0.026119947,-0.052239894
12,0.773178101,-0.026119947,0.747058154,0.026119947,-0.052239894
12,0.822266102,-0.026119947,0.796146155,0.026119947,-0.052239894
12,0.875956059,-0.026119947,0.849836112,0.026119947,-0.052239894
12,0.948053837,-0.026119947,0.92193389,0.026119947,-0.052239894
12,0.989471912,-0.029187918,0.960283994,0.029187918,-0.058375836
12,1.033957958,-0.033789873,1.000168085,0.033789873,-0.067579746
12,1.110658169,-0.049129963,1.061528206,0.049129963,-0.098259926
12,1.179687977,-0.066004038,1.113683939,0.066004038,-0.132008076
12,1.245649815,-0.081343889,1.164305926,0.081343889,-0.162687778
12,1.308544159,-0.090548038,1.217996121,0.090548038,-0.181096076
12,1.349962235,-0.098217964,1.251744271,0.098217964,-0.196435928
12,1.377573967,-0.115092039,1.262481928,0.115092039,-0.230184078
12,1.405186176,-0.122761965,1.282424211,0.122761965,-0.24552393
12,1.422060013,-0.125829935,1.296230078,0.125829935,-0.25165987
12,1.438933849,-0.13043189,1.308501959,0.13043189,-0.26086378
12,1.443535805,-0.138102055,1.30543375,0.138102055,-0.27620411
12,1.44506979,-0.13963604,1.30543375,0.13963604,-0.27927208
12,1.44506979,-0.13963604,1.30543375,0.13963604,-0.27927208
12,1.44506979,-0.144237995,1.300831795,0.144237995,-0.28847599
12,1.44506979,-0.14577198,1.29929781,0.14577198,-0.29154396
12,1.44506979,-0.14577198,1.29929781,0.14577198,-0.29154396
12,1.440467834,-0.144237995,1.296229839,0.144237995,-0.28847599
12,1.414390087,-0.14577198,1.268618107,0.14577198,-0.29154396
12,1.35763216,-0.14577198,1.21186018,0.14577198,-0.29154396
12,1.282465935,-0.144237995,1.13822794,0.144237995,-0.28847599
12,1.199629784,-0.144237995,1.055391789,0.144237995,-0.28847599
12,1.138269901,-0.144237995,0.994031906,0.144237995,-0.28847599
12,1.027822018,-0.144237995,0.883584023,0.144237995,-0.28847599
12,0.911238194,-0.144237995,0.767000199,0.144237995,-0.28847599
12,0.797721863,-0.144237995,0.653483868,0.144237995,-0.28847599
12,0.721021891,-0.144237995,0.576783896,0.144237995,-0.28847599
12,0.598301888,-0.144237995,0.454063893,0.144237995,-0.28847599
12,0.52006793,-0.144237995,0.375829935,0.144237995,-0.28847599
12,0.398881912,-0.144237995,0.254643917,0.144237995,-0.28847599
12,0.274627924,-0.14577198,0.128855944,0.14577198,-0.29154396
12,0.156509876,-0.144237995,0.012271881,0.144237995,-0.28847599
12,0.041460037,-0.14577198,-0.104311943,0.14577198,-0.29154396
12,-0.07359004,-0.14577198,-0.21936202,0.14577198,-0.29154396
12,-0.187106133,-0.14577198,-0.332878113,0.14577198,-0.29154396
12,-0.28681612,-0.14577198,-0.4325881,0.14577198,-0.29154396
12,-0.384992123,-0.14577198,-0.530764103,0.14577198,-0.29154396
12,-0.472429991,-0.147305965,-0.619735956,0.147305965,-0.29461193
12,-0.542994022,-0.147305965,-0.690299987,0.147305965,-0.29461193
12,-0.602820158,-0.148839951,-0.751660109,0.148839951,-0.297679902
12,-0.650373936,-0.150373936,-0.800747872,0.150373936,-0.300747872
